PLAYER_ID,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,SEASON_EXP,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,GAME_DATE,SALARY
1630173,Precious Achiuwa,Raptors,Forward,6-8,225,Nigeria,1999-09-19T00:00:00,2,20,134.0,18.4,7.2,5.1,0.8,0.4,0.5,OCT 02 2022,"$2,840,160"
203500,Steven Adams,Grizzlies,Center,6-11,265,New Zealand,1993-07-20T00:00:00,9,12,664.0,26.8,9.3,8.0,1.5,0.9,0.9,OCT 01 2022,"$17,926,829"
1628389,Bam Adebayo,Heat,Center-Forward,6-9,255,USA,1997-07-18T00:00:00,5,14,343.0,28.2,13.5,8.3,3.5,1.0,0.9,OCT 04 2022,"$30,351,780"
1630583,Santi Aldama,Grizzlies,Forward-Center,6-11,215,Spain,2001-01-10T00:00:00,1,30,32.0,11.2,4.1,2.7,0.7,0.2,0.3,OCT 01 2022,"$2,094,120"
200746,LaMarcus Aldridge,Nets,Center-Forward,6-11,250,USA,1985-07-19T00:00:00,16,2,1076.0,33.7,19.1,8.1,1.9,0.7,1.1,OCT 03 2022,
1629638,Nickeil Alexander-Walker,Jazz,Guard,6-5,205,Canada,1998-09-02T00:00:00,3,17,158.0,19.4,9.3,2.6,2.2,0.7,0.3,OCT 02 2022,"$5,009,633"
1628960,Grayson Allen,Bucks,Guard,6-4,198,USA,1995-10-08T00:00:00,4,21,192.0,21.9,9.4,2.6,1.5,0.6,0.2,OCT 01 2022,"$8,500,000"
1628386,Jarrett Allen,Cavaliers,Center,6-10,243,USA,1998-04-21T00:00:00,5,22,341.0,26.6,11.6,8.7,1.4,0.5,1.4,OCT 05 2022,"$20,000,000"
1630631,Jose Alvarado,Pelicans,Guard,6-0,179,USA,1998-04-12T00:00:00,1,Undrafted,54.0,15.4,6.1,1.9,2.8,1.3,0.1,OCT 04 2022,"$1,563,518"
203937,Kyle Anderson,Timberwolves,Forward-Guard,6-9,230,USA,1993-09-20T00:00:00,8,30,505.0,21.0,6.7,4.4,2.3,1.0,0.6,OCT 04 2022,"$8,780,488"
203507,Giannis Antetokounmpo,Bucks,Forward,6-11,242,Greece,1994-12-06T00:00:00,9,15,656.0,32.6,21.8,9.4,4.6,1.2,1.3,OCT 01 2022,"$42,492,492"
203648,Thanasis Antetokounmpo,Bucks,Forward,6-6,219,Greece,1992-07-18T00:00:00,4,51,127.0,9.1,3.1,2.0,0.7,0.4,0.2,OCT 01 2022,"$1,878,720"
2546,Carmelo Anthony,Lakers,Forward,6-7,238,USA,1984-05-29T00:00:00,19,3,1260.0,34.5,22.5,6.2,2.7,1.0,0.5,OCT 03 2022,
1630175,Cole Anthony,Magic,Guard,6-3,185,USA,2000-05-15T00:00:00,2,15,112.0,29.8,14.9,5.1,5.0,0.7,0.3,OCT 03 2022,"$3,613,680"
1628384,OG Anunoby,Raptors,Forward,6-7,232,United Kingdom,1997-07-17T00:00:00,5,23,301.0,26.8,10.4,4.1,1.4,1.1,0.5,OCT 02 2022,"$17,357,143"
1627853,Ryan Arcidiacono,Bulls,Guard,6-3,195,USA,1994-03-26T00:00:00,6,Undrafted,217.0,17.2,4.6,2.0,2.1,0.5,0.0,,
201571,D.J. Augustin,Lakers,Guard,5-11,183,USA,1987-11-10T00:00:00,14,9,976.0,23.4,9.5,1.8,3.9,0.6,0.0,OCT 03 2022,"$333,333"
1630166,Deni Avdija,Wizards,Forward,6-9,210,Israel,2001-01-03T00:00:00,2,9,136.0,23.8,7.6,5.1,1.7,0.7,0.4,SEP 30 2022,"$4,916,160"
1629028,Deandre Ayton,Suns,Center,6-11,250,Bahamas,1998-07-23T00:00:00,4,1,236.0,30.7,16.3,10.5,1.6,0.7,1.0,OCT 02 2022,"$30,913,750"
1628962,Udoka Azubuike,Jazz,Center-Forward,7-0,270,Nigeria,1999-09-17T00:00:00,2,27,32.0,7.9,3.0,2.6,0.0,0.1,0.5,OCT 02 2022,"$2,174,880"
1628963,Marvin Bagley III,Pistons,Forward,6-11,235,USA,1999-03-14T00:00:00,4,2,166.0,25.1,13.6,7.4,0.9,0.5,0.7,OCT 04 2022,"$12,500,000"
1630163,LaMelo Ball,Hornets,Guard,6-7,180,USA,2001-08-22T00:00:00,2,3,126.0,30.9,18.3,6.4,7.0,1.6,0.4,OCT 02 2022,"$8,623,920"
1628366,Lonzo Ball,Bulls,Guard,6-6,190,USA,1997-10-27T00:00:00,5,2,252.0,32.5,11.9,5.7,6.2,1.6,0.6,OCT 04 2022,"$19,534,884"
1628964,Mo Bamba,Magic,Center,7-0,231,USA,1998-05-12T00:00:00,4,6,226.0,18.6,7.7,6.1,0.9,0.4,1.4,OCT 03 2022,"$10,300,000"
1630217,Desmond Bane,Grizzlies,Guard,6-5,215,USA,1998-06-25T00:00:00,2,30,144.0,26.3,14.0,3.8,2.3,0.9,0.3,OCT 01 2022,"$2,130,240"
1630625,Dalano Banton,Raptors,Forward,6-7,204,Canada,1999-11-07T00:00:00,1,46,64.0,10.9,3.2,1.9,1.5,0.4,0.2,OCT 02 2022,"$1,563,518"
203084,Harrison Barnes,Kings,Forward,6-8,225,USA,1992-05-30T00:00:00,10,7,747.0,31.8,14.1,5.1,1.8,0.7,0.2,OCT 03 2022,"$18,352,273"
1630567,Scottie Barnes,Raptors,Forward,6-7,225,USA,2001-08-01T00:00:00,1,4,74.0,35.4,15.3,7.5,3.5,1.1,0.7,OCT 02 2022,"$7,644,600"
1629628,RJ Barrett,Knicks,Forward-Guard,6-6,214,Canada,2000-06-14T00:00:00,3,3,198.0,33.5,17.5,5.6,2.9,0.8,0.3,OCT 04 2022,"$10,900,635"
203115,Will Barton,Wizards,Guard,6-5,181,USA,1991-01-06T00:00:00,10,40,623.0,25.9,11.6,4.3,2.7,0.8,0.4,SEP 30 2022,"$14,375,000"
1629646,Charles Bassey,76ers,Center-Forward,6-9,230,Nigeria,2000-10-28T00:00:00,1,53,23.0,7.3,3.0,2.7,0.3,0.2,0.7,OCT 03 2022,"$1,563,518"
1628966,Keita Bates-Diop,Spurs,Forward,6-8,229,USA,1996-01-23T00:00:00,4,48,163.0,15.0,5.2,3.0,0.6,0.5,0.3,OCT 02 2022,"$1,878,720"
201587,Nicolas Batum,Clippers,Guard-Forward,6-8,230,France,1988-12-14T00:00:00,14,25,915.0,30.6,11.1,5.1,3.5,1.0,0.6,SEP 30 2022,"$19,700,319"
203145,Kent Bazemore,Lakers,Guard-Forward,6-4,195,USA,1989-07-01T00:00:00,10,Undrafted,657.0,20.6,8.2,3.2,1.8,1.0,0.5,OCT 03 2022,
1629647,Darius Bazley,Thunder,Forward,6-8,208,USA,2000-06-12T00:00:00,3,23,185.0,25.8,10.0,5.8,1.3,0.6,0.7,OCT 03 2022,"$4,264,629"
203078,Bradley Beal,Wizards,Guard,6-4,207,USA,1993-06-28T00:00:00,10,3,645.0,34.8,22.1,4.1,4.2,1.1,0.4,SEP 30 2022,"$43,279,250"
1627736,Malik Beasley,Jazz,Guard,6-4,187,USA,1996-11-26T00:00:00,6,19,336.0,20.9,10.4,2.5,1.2,0.6,0.1,OCT 02 2022,"$15,558,035"
202722,Davis Bertans,Mavericks,Forward,6-10,225,Latvia,1992-11-12T00:00:00,6,42,387.0,19.1,8.2,2.7,1.0,0.4,0.4,OCT 05 2022,"$16,000,000"
201976,Patrick Beverley,Lakers,Guard,6-1,180,USA,1988-07-12T00:00:00,10,42,526.0,27.4,8.8,4.3,3.5,1.1,0.5,OCT 03 2022,"$13,000,000"
1630180,Saddiq Bey,Pistons,Forward,6-7,215,USA,1999-04-09T00:00:00,2,19,152.0,30.4,14.3,5.0,2.2,0.8,0.2,OCT 04 2022,"$2,959,080"
203920,Khem Birch,Raptors,Center,6-9,233,Canada,1992-09-28T00:00:00,5,Undrafted,262.0,17.8,5.2,4.6,1.0,0.5,0.6,OCT 02 2022,"$6,667,500"
1629048,Goga Bitadze,Pacers,Center-Forward,7-0,250,Georgia,1999-07-20T00:00:00,3,18,149.0,11.8,5.0,2.9,0.8,0.3,0.9,OCT 05 2022,"$4,765,339"
202687,Bismack Biyombo,Suns,Center,6-8,255,DRC,1992-08-28T00:00:00,11,7,738.0,19.9,5.2,6.1,0.6,0.3,1.3,OCT 02 2022,"$1,836,090"
202357,Nemanja Bjelica,Warriors,Forward,6-9,234,Serbia,1988-05-09T00:00:00,8,35,449.0,20.4,7.6,4.6,1.8,0.6,0.4,,
202339,Eric Bledsoe,Trail Blazers,Guard,6-1,214,USA,1989-12-09T00:00:00,13,18,756.0,27.8,13.7,3.9,4.7,1.4,0.5,,"$1,300,000"
1629833,Keljin Blevins,Trail Blazers,Guard,6-4,200,USA,1995-11-24T00:00:00,2,,48.0,8.8,2.2,1.1,0.5,0.3,0.0,OCT 03 2022,
203992,Bogdan Bogdanovic,Hawks,Guard,6-6,225,Serbia,1992-08-18T00:00:00,5,27,316.0,28.6,14.2,3.4,3.4,1.0,0.2,OCT 06 2022,"$18,000,000"
202711,Bojan Bogdanovic,Jazz,Forward,6-7,226,Croatia,1989-04-18T00:00:00,8,31,603.0,29.1,15.0,3.6,1.6,0.6,0.1,OCT 02 2022,"$19,550,000"
1629626,Bol Bol,Magic,Center-Forward,7-2,220,Sudan,1999-11-16T00:00:00,3,44,53.0,6.2,2.7,1.2,0.3,0.1,0.3,OCT 03 2022,"$2,200,000"
1630195,Leandro Bolmaro,Jazz,Forward,6-6,200,Argentina,2000-09-11T00:00:00,1,23,35.0,6.9,1.4,1.2,0.6,0.2,0.0,OCT 02 2022,"$2,471,160"
1629067,Isaac Bonga,Raptors,Guard,6-8,180,Germany,1999-11-08T00:00:00,4,39,143.0,13.1,3.1,2.2,0.8,0.5,0.3,OCT 02 2022,
1626164,Devin Booker,Suns,Guard,6-5,206,USA,1996-10-30T00:00:00,7,13,477.0,33.7,23.5,3.9,4.7,0.8,0.3,OCT 02 2022,"$33,833,400"
1630527,Brandon Boston,Clippers,Guard,6-6,188,USA,2001-11-28T00:00:00,1,51,51.0,14.9,6.7,2.2,1.0,0.5,0.3,SEP 30 2022,
1628449,Chris Boucher,Raptors,Forward-Center,6-9,200,Saint Lucia,1993-01-11T00:00:00,5,Undrafted,231.0,17.9,9.0,5.3,0.5,0.5,1.2,OCT 02 2022,"$12,690,000"
1630547,James Bouknight,Hornets,Guard,6-4,190,USA,2000-09-18T00:00:00,1,11,31.0,9.8,4.6,1.7,0.8,0.2,0.0,OCT 02 2022,"$4,362,240"
202340,Avery Bradley,Lakers,Guard,6-3,180,USA,1990-11-26T00:00:00,12,19,660.0,27.5,11.0,2.8,1.7,1.0,0.2,OCT 03 2022,
1628396,Tony Bradley,Bulls,Center-Forward,6-10,248,USA,1998-01-08T00:00:00,5,28,167.0,11.7,4.6,4.3,0.5,0.2,0.6,OCT 04 2022,"$2,036,318"
1629649,Ignas Brazdeikis,Magic,Forward,6-6,221,Canada,1999-01-08T00:00:00,3,47,64.0,13.1,5.0,1.9,0.9,0.2,0.1,OCT 03 2022,
1628969,Mikal Bridges,Suns,Forward,6-6,209,USA,1996-08-30T00:00:00,4,10,309.0,31.3,11.3,3.9,2.1,1.3,0.6,OCT 02 2022,"$20,100,000"
1628970,Miles Bridges,Hornets,Forward,6-7,225,USA,1998-03-21T00:00:00,4,12,291.0,29.1,13.4,5.6,2.3,0.7,0.7,OCT 02 2022,
1629052,Oshae Brissett,Pacers,Forward-Guard,6-7,210,Canada,1998-06-20T00:00:00,3,Undrafted,107.0,20.7,8.2,4.7,0.9,0.6,0.5,OCT 05 2022,"$1,846,738"
1627763,Malcolm Brogdon,Celtics,Guard,6-5,229,USA,1992-12-11T00:00:00,6,36,333.0,30.2,15.5,4.2,4.8,0.9,0.2,OCT 02 2022,"$22,600,000"
1629717,Armoni Brooks,Raptors,Guard,6-3,195,USA,1998-06-05T00:00:00,3,,74.0,18.4,6.9,2.3,1.2,0.5,0.2,,"$50,000"
1628415,Dillon Brooks,Grizzlies,Guard-Forward,6-7,225,Canada,1996-01-22T00:00:00,5,45,272.0,28.2,14.5,3.0,2.0,1.0,0.3,OCT 01 2022,"$11,400,000"
1628971,Bruce Brown,Nuggets,Guard-Forward,6-4,202,USA,1996-08-15T00:00:00,4,42,269.0,23.5,7.6,4.3,2.1,0.9,0.5,OCT 03 2022,"$6,479,000"
1627759,Jaylen Brown,Celtics,Guard-Forward,6-6,223,USA,1996-10-24T00:00:00,6,3,403.0,28.7,16.5,4.9,2.0,0.9,0.4,OCT 02 2022,"$28,741,071"
1629650,Moses Brown,Clippers,Center,7-2,245,USA,1999-10-13T00:00:00,3,Undrafted,92.0,14.1,6.0,5.8,0.1,0.4,0.7,SEP 30 2022,"$1,836,090"
1628425,Sterling Brown,Rockets,Guard-Forward,6-5,219,USA,1995-02-10T00:00:00,5,46,264.0,16.8,5.4,3.3,1.0,0.5,0.2,OCT 02 2022,"$3,000,000"
1630535,Greg Brown III,Trail Blazers,Forward,6-7,206,USA,2001-09-01T00:00:00,1,43,48.0,13.3,4.7,2.8,0.7,0.5,0.5,OCT 03 2022,"$1,563,518"
1629718,Charlie Brown Jr.,76ers,Guard,6-6,199,USA,1997-02-02T00:00:00,3,Undrafted,41.0,9.0,2.2,1.3,0.4,0.4,0.2,OCT 03 2022,
1630602,Chaundee Brown Jr.,Hawks,Forward,6-5,215,USA,1998-12-04T00:00:00,1,Undrafted,5.0,20.7,6.2,3.2,0.8,0.4,0.0,OCT 06 2022,
1628972,Troy Brown Jr.,Lakers,Guard-Forward,6-6,215,USA,1999-07-28T00:00:00,4,15,221.0,18.5,6.4,3.8,1.6,0.7,0.1,OCT 03 2022,"$1,836,090"
1628973,Jalen Brunson,Knicks,Guard,6-1,190,USA,1996-08-31T00:00:00,4,33,277.0,24.7,11.9,3.0,3.7,0.6,0.0,OCT 04 2022,"$27,733,332"
1628418,Thomas Bryant,Lakers,Center-Forward,6-10,248,USA,1997-07-31T00:00:00,5,42,170.0,20.1,10.2,5.7,1.3,0.4,0.9,OCT 03 2022,"$1,836,090"
203493,Reggie Bullock,Mavericks,Guard-Forward,6-6,205,USA,1991-03-16T00:00:00,9,25,434.0,22.5,7.8,2.5,1.2,0.6,0.1,OCT 05 2022,"$10,012,800"
203504,Trey Burke,Rockets,Guard,6-0,185,USA,1992-11-12T00:00:00,9,9,498.0,20.9,9.6,1.8,3.1,0.6,0.1,OCT 02 2022,"$3,423,750"
202692,Alec Burks,Pistons,Guard,6-6,214,USA,1991-07-20T00:00:00,11,12,625.0,23.0,10.6,3.5,2.0,0.7,0.2,OCT 04 2022,"$10,012,800"
1630215,Jared Butler,Jazz,Guard,6-3,193,USA,2000-08-25T00:00:00,1,40,42.0,8.6,3.8,1.1,1.5,0.4,0.2,OCT 02 2022,"$1,563,518"
202710,Jimmy Butler,Heat,Forward,6-7,230,USA,1989-09-14T00:00:00,11,30,690.0,33.1,17.7,5.3,4.1,1.6,0.5,OCT 04 2022,"$37,653,300"
1629719,Devontae Cacok,Spurs,Forward,6-7,240,USA,1996-10-08T00:00:00,3,Undrafted,36.0,6.3,2.5,2.2,0.2,0.4,0.3,OCT 02 2022,
203484,Kentavious Caldwell-Pope,Nuggets,Guard,6-5,204,USA,1993-02-18T00:00:00,9,8,683.0,29.2,11.6,3.1,1.7,1.1,0.2,OCT 03 2022,"$14,004,703"
1630267,Facundo Campazzo,Nuggets,Guard,5-10,195,Argentina,1991-03-23T00:00:00,3,Undrafted,130.0,20.1,5.6,1.9,3.5,1.1,0.3,,
1628427,Vlatko Cancar,Nuggets,Forward,6-8,236,Slovenia,1997-04-10T00:00:00,3,49,70.0,7.2,2.3,1.3,0.5,0.2,0.1,OCT 03 2022,"$2,234,359"
1629962,Devin Cannady,Magic,Guard,6-2,183,USA,1996-05-21T00:00:00,2,,13.0,16.8,6.5,0.8,0.8,0.8,0.3,OCT 03 2022,"$1,752,638"
203991,Clint Capela,Hawks,Center,6-10,256,Switzerland,1994-05-18T00:00:00,8,25,471.0,26.8,12.4,10.7,1.0,0.7,1.5,OCT 06 2022,"$18,706,896"
1630176,Vernon Carey Jr.,Wizards,Forward-Center,6-9,270,USA,2001-02-25T00:00:00,2,32,26.0,6.1,2.5,1.5,0.1,0.1,0.2,SEP 30 2022,"$1,782,621"
1628975,Jevon Carter,Bucks,Guard,6-1,200,USA,1995-09-14T00:00:00,4,32,223.0,14.1,4.4,1.7,1.4,0.6,0.2,OCT 01 2022,"$6,025,000"
1628976,Wendell Carter Jr.,Magic,Center-Forward,6-10,270,USA,1999-04-16T00:00:00,4,7,203.0,27.5,12.2,8.9,2.0,0.6,0.9,OCT 03 2022,"$14,150,000"
1627936,Alex Caruso,Bulls,Guard,6-5,186,USA,1994-02-28T00:00:00,5,Undrafted,225.0,20.6,6.2,2.5,2.7,1.1,0.3,OCT 04 2022,"$9,030,000"
1630551,Justin Champagnie,Raptors,Guard-Forward,6-6,206,USA,2001-06-29T00:00:00,1,Undrafted,36.0,7.8,2.3,2.0,0.3,0.2,0.1,OCT 02 2022,"$1,637,966"
1629185,Chris Chiozza,Warriors,Guard,5-11,175,USA,1995-11-21T00:00:00,4,Undrafted,91.0,11.4,3.3,1.3,2.4,0.5,0.1,SEP 30 2022,
1627737,Marquese Chriss,Rockets,Forward,6-9,240,USA,1997-07-02T00:00:00,6,8,292.0,18.3,7.6,4.7,1.0,0.6,0.8,OCT 02 2022,"$2,193,920"
1630528,Josh Christopher,Rockets,Guard,6-3,215,USA,2001-12-08T00:00:00,1,24,74.0,18.0,7.9,2.5,2.0,0.9,0.2,OCT 02 2022,"$2,372,160"
1629109,Gary Clark,Pelicans,Forward,6-6,225,USA,1994-11-16T00:00:00,4,Undrafted,170.0,13.2,3.1,2.5,0.5,0.3,0.4,OCT 04 2022,
1629634,Brandon Clarke,Grizzlies,Forward,6-8,215,Canada,1996-09-19T00:00:00,3,21,181.0,21.9,10.9,5.6,1.4,0.7,0.9,OCT 01 2022,"$4,343,920"
203903,Jordan Clarkson,Jazz,Guard,6-4,194,USA,1992-06-07T00:00:00,8,46,600.0,27.0,15.4,3.3,2.5,0.9,0.1,OCT 02 2022,"$13,340,000"
1629651,Nic Claxton,Nets,Center,6-11,215,USA,1999-04-17T00:00:00,3,31,94.0,18.7,7.3,5.0,0.9,0.5,1.1,OCT 03 2022,"$8,500,000"
1629599,Amir Coffey,Clippers,Guard-Forward,6-7,210,USA,1997-06-17T00:00:00,3,Undrafted,131.0,16.2,6.2,2.0,1.2,0.4,0.1,SEP 30 2022,"$3,395,062"
1628381,John Collins,Hawks,Forward-Center,6-9,226,USA,1997-09-23T00:00:00,5,19,293.0,29.0,16.5,8.3,1.6,0.6,1.0,OCT 06 2022,"$23,500,000"
1628380,Zach Collins,Spurs,Forward-Center,6-11,250,USA,1997-11-19T00:00:00,4,10,182.0,17.5,6.0,4.2,1.1,0.3,0.7,OCT 02 2022,"$7,350,000"
201144,Mike Conley,Jazz,Guard,6-1,175,USA,1987-10-11T00:00:00,15,4,958.0,32.0,14.8,3.0,5.6,1.4,0.2,OCT 02 2022,"$22,680,000"
1626192,Pat Connaughton,Bucks,Guard,6-5,209,USA,1993-01-06T00:00:00,7,41,417.0,18.5,5.9,3.3,1.2,0.5,0.3,OCT 01 2022,"$5,728,393"
1629076,Tyler Cook,Bulls,Forward,6-8,255,USA,1997-09-23T00:00:00,3,Undrafted,65.0,10.6,3.8,2.5,0.3,0.2,0.1,OCT 04 2022,
1630536,Sharife Cooper,Hawks,Guard,6-1,176,USA,2001-06-11T00:00:00,2,48,13.0,3.0,0.5,0.4,0.4,0.0,0.0,,
202326,DeMarcus Cousins,Nuggets,Center,6-10,270,USA,1990-08-13T00:00:00,12,5,654.0,29.8,19.6,10.2,3.0,1.3,1.1,,
203496,Robert Covington,Clippers,Forward,6-7,209,USA,1990-12-14T00:00:00,9,Undrafted,537.0,29.9,11.6,5.8,1.5,1.6,1.0,SEP 30 2022,"$12,307,692"
1628470,Torrey Craig,Suns,Forward,6-7,221,USA,1990-12-19T00:00:00,5,Undrafted,300.0,18.7,5.7,3.6,0.9,0.5,0.5,OCT 02 2022,"$5,121,951"
203109,Jae Crowder,Suns,Forward,6-6,235,USA,1990-07-06T00:00:00,10,34,735.0,25.3,9.6,4.3,1.6,1.0,0.3,OCT 02 2022,"$10,183,800"
1629633,Jarrett Culver,Grizzlies,Guard-Forward,6-6,195,USA,1999-02-20T00:00:00,3,6,134.0,17.5,6.6,2.7,1.2,0.7,0.4,OCT 01 2022,
1630595,Cade Cunningham,Pistons,Guard,6-6,220,USA,2001-09-25T00:00:00,1,1,64.0,32.6,17.4,5.5,5.6,1.2,0.7,OCT 04 2022,"$10,552,800"
203552,Seth Curry,Nets,Guard,6-2,185,USA,1990-08-23T00:00:00,8,Undrafted,377.0,25.2,11.3,2.2,2.2,0.7,0.1,OCT 03 2022,"$8,496,653"
201939,Stephen Curry,Warriors,Guard,6-2,185,USA,1988-03-14T00:00:00,13,7,826.0,34.3,24.3,4.6,6.5,1.7,0.2,SEP 30 2022,"$48,070,014"
203076,Anthony Davis,Lakers,Forward-Center,6-10,253,USA,1993-03-11T00:00:00,10,1,604.0,34.4,23.8,10.2,2.3,1.4,2.3,OCT 03 2022,"$37,980,720"
202334,Ed Davis,Cavaliers,Center-Forward,6-9,218,USA,1989-06-05T00:00:00,13,13,722.0,19.1,5.9,6.4,0.7,0.5,0.8,,
1629056,Terence Davis,Kings,Guard,6-4,201,USA,1997-05-16T00:00:00,3,Undrafted,163.0,17.3,8.5,3.0,1.5,0.7,0.2,OCT 03 2022,"$4,000,000"
201942,DeMar DeRozan,Bulls,Guard-Forward,6-6,220,USA,1989-08-07T00:00:00,13,9,957.0,34.3,20.8,4.4,3.9,1.0,0.3,OCT 04 2022,"$27,300,000"
203473,Dewayne Dedmon,Heat,Center,7-0,245,USA,1989-08-12T00:00:00,9,Undrafted,477.0,17.8,6.4,5.9,0.7,0.5,0.8,OCT 04 2022,"$7,566,667"
1628978,Donte DiVincenzo,Warriors,Guard,6-4,203,USA,1997-01-31T00:00:00,4,17,201.0,23.6,9.0,4.6,2.5,1.1,0.2,SEP 30 2022,"$4,500,000"
1628977,Hamidou Diallo,Pistons,Guard,6-5,202,USA,1998-07-31T00:00:00,4,45,207.0,18.9,8.4,3.9,1.1,0.8,0.3,OCT 04 2022,"$5,200,000"
203476,Gorgui Dieng,Spurs,Center,6-10,248,Senegal,1990-01-18T00:00:00,9,21,597.0,20.6,7.5,5.7,1.3,0.8,0.9,OCT 02 2022,"$1,836,090"
203915,Spencer Dinwiddie,Mavericks,Guard,6-6,215,USA,1993-04-06T00:00:00,8,38,387.0,26.4,13.0,3.0,5.0,0.7,0.3,OCT 05 2022,"$20,171,427"
1629029,Luka Doncic,Mavericks,Forward-Guard,6-7,230,Slovenia,1999-02-28T00:00:00,4,3,264.0,33.8,26.4,8.5,8.0,1.1,0.4,OCT 05 2022,"$37,096,500"
1629652,Luguentz Dort,Thunder,Guard,6-3,215,Canada,1999-04-19T00:00:00,3,Undrafted,139.0,29.0,13.3,3.5,1.5,0.9,0.3,OCT 03 2022,"$15,277,778"
1630245,Ayo Dosunmu,Bulls,Guard,6-4,200,USA,2000-01-17T00:00:00,1,38,77.0,27.4,8.8,2.8,3.3,0.8,0.4,OCT 04 2022,"$1,563,518"
201609,Goran Dragic,Bulls,Guard,6-3,190,Slovenia,1986-05-06T00:00:00,14,45,888.0,27.9,13.7,3.1,4.8,1.0,0.2,OCT 04 2022,
