PLAYER_ID,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,SEASON_EXP,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,GAME_DATE,SALARY
203083,Andre Drummond,Bulls,Center,6-10,279,USA,1993-08-10T00:00:00,10,9,718.0,29.6,13.8,13.3,1.4,1.4,1.5,OCT 04 2022,"$3,200,000"
1630537,Chris Duarte,Pacers,Guard,6-5,190,Dominican Republic,1997-06-13T00:00:00,1,13,55.0,28.0,13.1,4.1,2.1,1.0,0.2,OCT 05 2022,"$3,936,960"
1630561,David Duke Jr.,Nets,Guard,6-4,204,USA,1999-10-13T00:00:00,1,Undrafted,22.0,15.5,4.7,3.0,0.8,0.6,0.3,OCT 03 2022,
201142,Kevin Durant,Nets,Forward,6-10,240,USA,1988-09-29T00:00:00,14,2,939.0,36.8,27.2,7.1,4.3,1.1,1.1,OCT 03 2022,"$44,119,845"
1630162,Anthony Edwards,Timberwolves,Guard,6-4,225,USA,2001-08-05T00:00:00,2,1,144.0,33.2,20.3,4.7,3.4,1.3,0.6,OCT 04 2022,"$10,733,400"
1629035,Carsen Edwards,Celtics,Guard,5-11,200,USA,1998-03-12T00:00:00,4,33,72.0,9.8,3.7,1.1,0.7,0.3,0.1,,
1630556,Kessler Edwards,Nets,Forward,6-7,203,USA,2000-08-09T00:00:00,1,44,48.0,20.6,5.9,3.6,0.6,0.6,0.5,OCT 03 2022,"$1,637,966"
1629604,CJ Elleby,Timberwolves,Forward-Guard,6-6,200,USA,2000-06-16T00:00:00,2,46,88.0,15.5,4.6,2.9,1.1,0.5,0.3,OCT 04 2022,"$1,836,090"
201961,Wayne Ellington,Lakers,Guard,6-4,207,USA,1987-11-29T00:00:00,13,28,770.0,20.9,8.0,2.1,1.1,0.5,0.1,OCT 03 2022,
203954,Joel Embiid,76ers,Center-Forward,7-0,280,Cameroon,1994-03-16T00:00:00,6,3,328.0,31.2,26.0,11.4,3.3,0.9,1.7,OCT 03 2022,"$33,616,770"
202324,Derrick Favors,Thunder,Forward,6-9,265,USA,1991-07-15T00:00:00,12,3,790.0,24.3,10.6,7.1,1.1,0.7,1.2,OCT 03 2022,"$10,183,800"
1628981,Bruno Fernando,Rockets,Forward-Center,6-9,240,Angola,1998-08-15T00:00:00,3,34,119.0,9.2,3.2,2.8,0.6,0.2,0.3,OCT 02 2022,"$1,836,090"
1627827,Dorian Finney-Smith,Mavericks,Forward,6-7,220,USA,1993-05-04T00:00:00,6,Undrafted,394.0,27.3,8.2,4.5,1.4,0.8,0.4,OCT 05 2022,"$12,402,000"
1630238,Malik Fitts,Celtics,Forward,6-5,230,USA,1997-07-04T00:00:00,3,Undrafted,18.0,4.1,1.3,1.1,0.3,0.0,0.0,,"$555,217"
1630201,Malachi Flynn,Raptors,Guard,6-1,175,USA,1998-05-09T00:00:00,2,29,91.0,16.1,6.0,2.0,2.3,0.6,0.1,OCT 02 2022,"$2,145,720"
1627854,Bryn Forbes,Timberwolves,Guard,6-2,205,USA,1993-07-23T00:00:00,6,Undrafted,406.0,20.5,9.1,1.7,1.2,0.4,0.0,OCT 04 2022,"$1,836,090"
1630235,Trent Forrest,Hawks,Guard,6-4,210,USA,1998-06-12T00:00:00,2,Undrafted,90.0,11.9,3.1,1.6,1.7,0.4,0.1,OCT 06 2022,
203095,Evan Fournier,Knicks,Guard-Forward,6-6,205,France,1992-10-29T00:00:00,10,20,645.0,28.6,14.3,2.7,2.6,0.9,0.2,OCT 04 2022,"$18,000,000"
1628368,De'Aaron Fox,Kings,Guard,6-3,185,USA,1997-12-20T00:00:00,5,5,322.0,32.1,19.1,3.5,6.2,1.3,0.4,OCT 03 2022,"$30,351,780"
1628982,Melvin Frazier Jr.,Magic,Guard-Forward,6-5,215,USA,1996-08-30T00:00:00,4,35,32.0,9.1,2.7,0.9,0.2,0.3,0.1,,
1628365,Markelle Fultz,Magic,Guard,6-4,209,USA,1998-05-29T00:00:00,5,1,131.0,24.8,10.9,3.2,4.8,1.1,0.2,OCT 03 2022,"$16,500,000"
1629117,Wenyen Gabriel,Lakers,Forward,6-9,205,South Sudan,1997-03-26T00:00:00,3,Undrafted,77.0,10.8,3.6,2.6,0.4,0.3,0.3,OCT 03 2022,"$1,878,720"
1629655,Daniel Gafford,Wizards,Forward-Center,6-9,234,USA,1998-10-01T00:00:00,3,38,169.0,16.8,7.6,4.4,0.7,0.4,1.4,SEP 30 2022,"$1,930,681"
201568,Danilo Gallinari,Celtics,Forward,6-10,236,Italy,1988-08-08T00:00:00,13,6,728.0,29.9,15.6,4.8,1.9,0.7,0.4,OCT 02 2022,"$16,907,880"
1629636,Darius Garland,Cavaliers,Guard,6-1,192,USA,2000-01-26T00:00:00,3,5,181.0,33.4,17.4,2.6,6.3,1.1,0.1,OCT 05 2022,"$8,920,795"
1630586,Usman Garuba,Rockets,Forward,6-8,229,Spain,2002-03-09T00:00:00,1,23,24.0,10.0,2.0,3.5,0.7,0.4,0.5,OCT 02 2022,"$2,471,160"
1630568,Luka Garza,Timberwolves,Center,6-10,243,USA,1998-12-27T00:00:00,1,52,32.0,12.2,5.8,3.1,0.6,0.3,0.2,OCT 04 2022,
200752,Rudy Gay,Jazz,Forward-Guard,6-8,250,USA,1986-08-17T00:00:00,16,8,1064.0,31.7,16.3,5.8,2.1,1.1,0.7,OCT 02 2022,"$6,184,500"
202331,Paul George,Clippers,Forward,6-8,220,USA,1990-05-02T00:00:00,12,10,737.0,33.6,20.4,6.4,3.6,1.7,0.4,SEP 30 2022,"$42,492,492"
201959,Taj Gibson,Wizards,Forward,6-9,232,USA,1985-06-24T00:00:00,13,26,896.0,24.5,9.0,6.1,1.0,0.6,1.0,SEP 30 2022,"$1,836,090"
1630581,Josh Giddey,Thunder,Guard,6-8,205,Australia,2002-10-10T00:00:00,1,6,54.0,31.5,12.5,7.8,6.4,0.9,0.4,OCT 03 2022,"$6,287,400"
1628983,Shai Gilgeous-Alexander,Thunder,Guard,6-6,180,Canada,1998-07-12T00:00:00,4,11,243.0,31.8,18.2,4.5,4.3,1.1,0.7,OCT 03 2022,"$30,913,750"
1630264,Anthony Gill,Wizards,Forward,6-7,230,USA,1992-10-17T00:00:00,2,Undrafted,70.0,9.7,3.7,1.9,0.5,0.2,0.2,SEP 30 2022,"$1,836,090"
203497,Rudy Gobert,Timberwolves,Center,7-1,258,France,1992-06-26T00:00:00,9,27,611.0,30.0,12.4,11.7,1.3,0.7,2.2,OCT 04 2022,"$38,172,414"
1629164,Brandon Goodwin,Cavaliers,Guard,6-0,180,USA,1995-10-02T00:00:00,5,Undrafted,133.0,12.1,4.7,1.6,1.9,0.4,0.0,,
203932,Aaron Gordon,Nuggets,Forward,6-8,235,USA,1995-09-16T00:00:00,8,4,528.0,28.9,13.0,6.3,2.5,0.7,0.6,OCT 03 2022,"$19,690,909"
201569,Eric Gordon,Rockets,Guard,6-3,215,USA,1988-12-25T00:00:00,14,7,749.0,32.4,16.4,2.4,2.8,0.9,0.3,OCT 02 2022,"$19,568,360"
1628984,Devonte' Graham,Pelicans,Guard,6-1,195,USA,1995-02-22T00:00:00,4,34,240.0,27.9,12.8,2.5,5.0,0.9,0.1,OCT 04 2022,"$11,550,000"
203924,Jerami Grant,Trail Blazers,Forward,6-8,210,USA,1994-03-12T00:00:00,8,39,555.0,26.0,11.4,3.9,1.3,0.6,1.1,OCT 03 2022,"$20,955,000"
201980,Danny Green,Grizzlies,Guard,6-6,215,USA,1987-06-22T00:00:00,13,46,819.0,25.3,8.7,3.4,1.6,1.0,0.8,OCT 01 2022,"$10,000,000"
203110,Draymond Green,Warriors,Forward,6-6,230,USA,1990-03-04T00:00:00,10,35,685.0,28.5,8.7,6.9,5.4,1.4,1.0,SEP 30 2022,"$25,806,468"
203210,JaMychal Green,Warriors,Forward-Center,6-8,227,USA,1990-06-21T00:00:00,8,Undrafted,487.0,20.8,7.9,5.7,0.9,0.6,0.4,SEP 30 2022,"$10,036,090"
1630224,Jalen Green,Rockets,Guard,6-4,186,USA,2002-02-09T00:00:00,1,2,67.0,31.9,17.3,3.4,2.6,0.7,0.3,OCT 02 2022,"$9,441,840"
1629750,Javonte Green,Bulls,Guard-Forward,6-5,205,USA,1993-07-23T00:00:00,3,Undrafted,154.0,16.0,5.0,2.9,0.7,0.8,0.3,OCT 04 2022,"$1,815,677"
201145,Jeff Green,Nuggets,Forward,6-8,235,USA,1986-08-28T00:00:00,14,5,1051.0,29.0,12.6,4.3,1.5,0.7,0.5,OCT 03 2022,"$4,500,000"
1630182,Josh Green,Mavericks,Guard,6-5,200,Australia,2000-11-16T00:00:00,2,18,106.0,14.0,4.0,2.3,1.0,0.6,0.2,OCT 05 2022,"$3,098,400"
201933,Blake Griffin,Nets,Forward,6-9,250,USA,1989-03-16T00:00:00,12,1,724.0,32.9,19.8,8.2,4.1,0.8,0.5,OCT 03 2022,
1629656,Quentin Grimes,Knicks,Guard,6-4,210,USA,2000-05-08T00:00:00,1,25,46.0,17.1,6.0,2.0,1.0,0.7,0.2,OCT 04 2022,"$2,277,000"
1629060,Rui Hachimura,Wizards,Forward,6-8,230,Japan,1998-02-08T00:00:00,3,9,147.0,28.5,13.0,5.2,1.5,0.7,0.2,SEP 30 2022,"$6,263,188"
1630169,Tyrese Haliburton,Pacers,Guard,6-5,185,USA,2000-02-29T00:00:00,2,12,135.0,32.9,14.3,3.6,6.9,1.6,0.6,OCT 05 2022,"$4,215,120"
1630181,R.J. Hampton,Magic,Guard,6-4,175,USA,2001-02-07T00:00:00,2,24,115.0,19.9,7.3,3.2,2.1,0.5,0.2,OCT 03 2022,"$2,412,840"
203501,Tim Hardaway Jr.,Mavericks,Guard-Forward,6-5,205,USA,1992-03-16T00:00:00,9,24,586.0,27.0,13.9,2.8,1.9,0.6,0.1,OCT 05 2022,"$19,602,273"
201935,James Harden,76ers,Guard,6-5,220,USA,1989-08-26T00:00:00,13,3,942.0,34.6,24.9,5.6,6.8,1.5,0.5,OCT 03 2022,"$33,000,000"
203090,Maurice Harkless,Hawks,Forward-Guard,6-7,220,USA,1993-05-11T00:00:00,10,15,621.0,22.6,6.9,3.5,0.9,0.9,0.6,OCT 06 2022,"$4,564,980"
1629607,Jared Harper,Pelicans,Guard,5-10,175,USA,1997-09-14T00:00:00,3,Undrafted,16.0,4.2,2.6,0.3,0.9,0.3,0.1,OCT 04 2022,
1626149,Montrezl Harrell,Hornets,Forward-Center,6-7,240,USA,1994-01-26T00:00:00,7,32,458.0,21.5,12.9,5.3,1.4,0.6,0.8,OCT 02 2022,
203914,Gary Harris,Magic,Guard,6-4,210,USA,1994-09-14T00:00:00,8,19,468.0,28.8,11.8,2.5,2.1,1.2,0.2,OCT 03 2022,"$13,000,000"
203925,Joe Harris,Nets,Guard-Forward,6-6,220,USA,1991-09-06T00:00:00,8,33,414.0,25.6,11.1,3.2,1.6,0.5,0.2,OCT 03 2022,"$18,642,857"
202699,Tobias Harris,76ers,Forward,6-7,226,USA,1992-07-15T00:00:00,11,19,753.0,31.4,16.4,6.2,2.3,0.7,0.5,OCT 03 2022,"$37,633,050"
1628404,Josh Hart,Trail Blazers,Guard,6-5,215,USA,1995-03-06T00:00:00,5,30,296.0,27.3,9.9,5.7,2.1,0.9,0.4,OCT 03 2022,"$12,960,000"
1628392,Isaiah Hartenstein,Knicks,Center-Forward,7-0,250,Germany,1998-05-05T00:00:00,4,43,165.0,13.7,5.8,3.9,1.5,0.5,0.8,OCT 04 2022,"$7,804,879"
2617,Udonis Haslem,Heat,Forward,6-8,235,USA,1980-06-09T00:00:00,19,Undrafted,872.0,24.8,7.5,6.6,0.8,0.5,0.3,OCT 04 2022,
1630573,Sam Hauser,Celtics,Forward,6-7,217,USA,1997-12-08T00:00:00,1,Undrafted,26.0,6.1,2.5,1.1,0.4,0.0,0.1,OCT 02 2022,"$1,637,966"
1629637,Jaxson Hayes,Pelicans,Center-Forward,6-11,220,USA,2000-05-23T00:00:00,3,8,194.0,17.7,8.1,4.3,0.7,0.4,0.8,OCT 04 2022,"$6,803,012"
1630165,Killian Hayes,Pistons,Guard,6-5,195,France,2001-07-27T00:00:00,2,7,92.0,25.2,6.8,3.0,4.5,1.1,0.5,OCT 04 2022,"$5,837,760"
202330,Gordon Hayward,Hornets,Forward,6-7,225,USA,1990-03-23T00:00:00,12,9,734.0,31.1,15.6,4.5,3.5,1.0,0.4,OCT 02 2022,"$30,075,000"
1627823,Juancho Hernangomez,Raptors,Forward,6-9,214,Spain,1995-09-28T00:00:00,6,15,297.0,15.7,5.4,3.4,0.6,0.4,0.2,OCT 02 2022,"$1,836,090"
1626195,Willy Hernangomez,Pelicans,Center-Forward,6-11,250,Spain,1994-05-27T00:00:00,6,35,306.0,15.3,7.4,5.9,1.1,0.4,0.4,OCT 04 2022,"$2,443,581"
1629639,Tyler Herro,Heat,Guard,6-5,195,USA,2000-01-20T00:00:00,3,13,175.0,30.3,16.7,4.7,3.2,0.6,0.2,OCT 04 2022,"$5,722,116"
1627741,Buddy Hield,Pacers,Guard,6-4,220,Bahamas,1992-12-17T00:00:00,6,6,468.0,29.2,15.9,4.3,2.5,0.8,0.3,OCT 05 2022,"$21,177,750"
1629312,Haywood Highsmith,Heat,Forward,6-4,220,USA,1996-12-09T00:00:00,2,,24.0,8.5,2.2,1.3,0.3,0.1,0.1,OCT 04 2022,"$1,752,638"
201588,George Hill,Bucks,Guard,6-4,188,USA,1986-05-04T00:00:00,14,26,869.0,27.2,10.7,3.0,3.1,0.9,0.3,OCT 01 2022,"$4,000,000"
1630792,Malcolm Hill,Bulls,Forward,6-6,220,USA,1995-10-26T00:00:00,1,Undrafted,19.0,11.2,3.8,1.8,0.4,0.4,0.2,OCT 04 2022,
1630207,Nate Hinton,Pacers,Guard-Forward,6-5,210,USA,1999-06-08T00:00:00,3,Undrafted,23.0,4.2,1.8,0.4,0.3,0.3,0.1,,
1628988,Aaron Holiday,Hawks,Guard,6-0,185,USA,1996-09-30T00:00:00,4,23,245.0,18.2,7.3,1.8,2.4,0.7,0.2,OCT 06 2022,"$1,836,090"
201950,Jrue Holiday,Bucks,Guard,6-3,205,USA,1990-06-12T00:00:00,13,17,839.0,33.2,16.2,4.0,6.4,1.5,0.5,OCT 01 2022,"$33,665,040"
203200,Justin Holiday,Hawks,Forward-Guard,6-6,180,USA,1989-04-05T00:00:00,9,Undrafted,576.0,24.6,8.7,3.0,1.5,1.0,0.4,OCT 06 2022,"$6,292,440"
1626158,Richaun Holmes,Kings,Forward,6-10,235,USA,1993-10-15T00:00:00,7,37,376.0,21.1,9.6,5.8,1.1,0.6,1.1,OCT 03 2022,"$11,215,260"
203918,Rodney Hood,Clippers,Guard-Forward,6-8,208,USA,1992-10-20T00:00:00,8,23,448.0,24.5,10.4,2.6,1.6,0.7,0.2,SEP 30 2022,
201143,Al Horford,Celtics,Center-Forward,6-9,240,Dominican Republic,1986-06-03T00:00:00,15,3,950.0,32.2,13.7,8.2,3.3,0.8,1.2,OCT 02 2022,"$26,500,000"
1629659,Talen Horton-Tucker,Jazz,Guard,6-4,234,USA,2000-11-25T00:00:00,3,46,131.0,22.1,9.3,2.8,2.6,1.0,0.4,OCT 02 2022,"$10,260,000"
1627863,Danuel House Jr.,76ers,Forward-Guard,6-6,220,USA,1993-06-07T00:00:00,6,Undrafted,204.0,24.4,8.5,3.6,1.3,0.7,0.4,OCT 03 2022,"$4,105,000"
2730,Dwight Howard,Lakers,Center-Forward,6-10,265,USA,1985-12-08T00:00:00,18,1,1242.0,31.8,15.7,11.8,1.3,0.9,1.8,OCT 03 2022,
1630210,Markus Howard,Nuggets,Guard,5-10,175,USA,1999-03-03T00:00:00,3,Undrafted,68.0,5.6,3.4,0.5,0.4,0.2,0.0,,
1628989,Kevin Huerter,Kings,Guard-Forward,6-7,198,USA,1998-08-27T00:00:00,4,19,274.0,29.6,11.4,3.5,3.2,0.9,0.4,OCT 03 2022,"$14,508,929"
1630190,Elijah Hughes,Trail Blazers,Guard,6-5,215,USA,1998-03-10T00:00:00,2,39,54.0,9.2,2.9,1.2,0.5,0.3,0.2,OCT 03 2022,
1630624,Feron Hunt,Knicks,Forward,6-8,195,USA,1999-07-05T00:00:00,1,Undrafted,2.0,4.2,0.0,0.5,0.5,0.5,0.0,OCT 04 2022,
1629631,De'Andre Hunter,Hawks,Forward-Guard,6-8,221,USA,1997-12-02T00:00:00,3,4,139.0,30.7,13.2,4.1,1.6,0.7,0.4,OCT 06 2022,"$9,835,881"
1630538,Bones Hyland,Nuggets,Guard,6-2,169,USA,2000-09-14T00:00:00,1,26,69.0,19.0,10.1,2.7,2.8,0.6,0.3,OCT 03 2022,"$2,201,520"
201586,Serge Ibaka,Bucks,Forward,6-10,235,Republic of the Congo,1989-09-18T00:00:00,13,24,903.0,27.6,12.1,7.2,0.8,0.4,1.9,OCT 01 2022,"$1,836,090"
2738,Andre Iguodala,Warriors,Guard-Forward,6-6,215,USA,1984-01-28T00:00:00,18,9,1223.0,32.2,11.4,4.9,4.2,1.4,0.5,SEP 30 2022,
204060,Joe Ingles,Bucks,Forward-Guard,6-8,220,Australia,1987-10-02T00:00:00,8,Undrafted,590.0,25.7,8.6,3.2,3.8,0.9,0.2,OCT 01 2022,"$6,479,000"
1627742,Brandon Ingram,Pelicans,Forward,6-8,190,USA,1997-09-02T00:00:00,6,2,368.0,32.8,18.5,5.2,3.8,0.7,0.6,OCT 04 2022,"$31,650,600"
202681,Kyrie Irving,Nets,Guard,6-2,195,Australia,1992-03-23T00:00:00,11,1,611.0,34.0,23.1,3.8,5.7,1.3,0.4,OCT 03 2022,"$36,934,550"
1628371,Jonathan Isaac,Magic,Forward,6-10,230,USA,1997-10-03T00:00:00,3,6,136.0,25.8,9.3,5.4,1.1,1.1,1.5,OCT 03 2022,"$17,400,000"
1628402,Frank Jackson,Pistons,Guard,6-3,205,USA,1998-05-04T00:00:00,4,31,213.0,18.2,8.5,1.8,1.0,0.4,0.1,OCT 04 2022,
1630543,Isaiah Jackson,Pacers,Forward,6-10,205,USA,2002-01-10T00:00:00,1,22,36.0,15.0,8.3,4.1,0.3,0.7,1.4,OCT 05 2022,"$2,573,760"
1628367,Josh Jackson,Kings,Guard-Forward,6-8,207,USA,1997-02-10T00:00:00,5,4,291.0,23.1,11.3,4.0,1.8,0.9,0.6,OCT 03 2022,
202704,Reggie Jackson,Clippers,Guard,6-2,208,USA,1990-04-16T00:00:00,11,24,703.0,25.6,13.1,3.0,4.3,0.7,0.1,SEP 30 2022,"$11,215,260"
1628991,Jaren Jackson Jr.,Grizzlies,Forward-Center,6-11,242,USA,1999-09-15T00:00:00,4,4,204.0,27.1,15.8,5.1,1.2,0.9,1.8,OCT 01 2022,"$28,946,605"
2544,LeBron James,Lakers,Forward,6-9,250,USA,1984-12-30T00:00:00,19,1,1366.0,38.2,27.1,7.5,7.4,1.6,0.8,OCT 03 2022,"$44,474,988"
1629660,Ty Jerome,Thunder,Guard-Forward,6-5,195,USA,1997-07-08T00:00:00,3,24,112.0,17.1,7.1,1.9,2.4,0.6,0.1,OCT 03 2022,"$4,220,057"
1630198,Isaiah Joe,76ers,Guard,6-4,165,USA,1999-07-02T00:00:00,2,49,96.0,10.3,3.7,1.0,0.6,0.3,0.1,OCT 03 2022,"$1,782,621"
1629661,Cameron Johnson,Suns,Forward,6-8,210,USA,1996-03-03T00:00:00,3,11,183.0,24.2,10.4,3.6,1.4,0.7,0.3,OCT 02 2022,"$5,887,899"
1630525,David Johnson,Raptors,Guard,6-4,203,USA,2001-02-26T00:00:00,1,47,2.0,1.0,0.0,0.0,0.0,0.0,0.0,OCT 02 2022,
1630552,Jalen Johnson,Hawks,Forward,6-8,219,USA,2001-12-18T00:00:00,1,20,22.0,5.5,2.4,1.2,0.1,0.1,0.1,OCT 06 2022,"$2,792,640"
1629640,Keldon Johnson,Spurs,Forward-Guard,6-6,220,USA,1999-10-11T00:00:00,3,29,161.0,28.9,14.4,5.8,1.8,0.7,0.2,OCT 02 2022,"$3,873,025"
1630553,Keon Johnson,Trail Blazers,Guard,6-4,185,USA,2002-03-10T00:00:00,1,21,37.0,18.8,7.2,2.2,2.1,0.8,0.3,OCT 03 2022,"$2,681,040"
1626169,Stanley Johnson,Jazz,Forward-Guard,6-6,242,USA,1996-05-29T00:00:00,7,8,419.0,20.1,6.3,3.1,1.5,0.9,0.2,OCT 02 2022,"$2,351,521"
203999,Nikola Jokic,Nuggets,Center,6-11,284,Serbia,1995-02-19T00:00:00,7,41,527.0,30.4,19.7,10.4,6.2,1.2,0.7,OCT 03 2022,"$33,047,803"
1627745,Damian Jones,Lakers,Center,6-11,245,USA,1995-06-30T00:00:00,6,30,199.0,15.2,5.6,3.4,0.8,0.4,0.7,OCT 03 2022,"$2,298,385"
1630529,Herbert Jones,Pelicans,Forward,6-7,206,USA,1998-10-06T00:00:00,1,35,78.0,29.9,9.5,3.8,2.1,1.7,0.8,OCT 04 2022,"$1,785,000"
1630539,Kai Jones,Hornets,Center-Forward,6-10,221,Bahamas,2001-01-19T00:00:00,1,19,21.0,3.0,1.0,0.5,0.2,0.0,0.1,OCT 02 2022,"$2,909,040"
1630222,Mason Jones,Lakers,Guard,6-4,200,USA,1998-07-21T00:00:00,3,Undrafted,36.0,10.7,5.4,1.8,1.3,0.3,0.0,,
1630200,Tre Jones,Spurs,Guard,6-1,185,USA,2000-01-08T00:00:00,2,41,106.0,13.4,4.8,1.7,2.6,0.5,0.1,OCT 02 2022,"$1,782,621"
1626145,Tyus Jones,Grizzlies,Guard,6-0,196,USA,1996-05-10T00:00:00,7,24,455.0,18.4,6.2,1.8,3.7,1.0,0.1,OCT 01 2022,"$15,000,000"
1627884,Derrick Jones Jr.,Bulls,Forward,6-6,210,USA,1997-02-15T00:00:00,6,Undrafted,280.0,19.8,6.5,3.4,0.7,0.7,0.7,OCT 04 2022,"$3,200,000"
201599,DeAndre Jordan,Nuggets,Center,6-11,265,USA,1988-07-21T00:00:00,14,35,980.0,26.7,9.1,10.3,1.0,0.5,1.5,OCT 03 2022,"$9,663,997"
202709,Cory Joseph,Pistons,Guard,6-3,200,Canada,1991-08-20T00:00:00,11,29,728.0,22.2,7.1,2.6,3.0,0.8,0.2,OCT 04 2022,"$5,155,500"
1628379,Luke Kennard,Clippers,Guard,6-5,206,USA,1996-06-24T00:00:00,5,12,297.0,23.5,10.0,2.9,2.0,0.5,0.1,SEP 30 2022,"$14,415,545"
1630296,Braxton Key,Pistons,Forward,6-8,225,USA,1997-02-14T00:00:00,1,Undrafted,11.0,17.9,7.2,4.5,1.0,0.9,1.0,OCT 04 2022,
1630557,Corey Kispert,Wizards,Forward,6-6,224,USA,1999-03-03T00:00:00,1,15,77.0,23.4,8.2,2.7,1.1,0.5,0.3,SEP 30 2022,"$3,552,840"
1628467,Maxi Kleber,Mavericks,Forward,6-10,240,Germany,1992-01-29T00:00:00,5,Undrafted,326.0,22.7,7.1,4.8,1.1,0.4,0.9,OCT 05 2022,"$9,000,000"
1630233,Nathan Knight,Timberwolves,Forward-Center,6-10,253,USA,1997-09-20T00:00:00,2,Undrafted,70.0,7.8,3.7,2.2,0.4,0.2,0.3,OCT 04 2022,"$1,836,090"
1628995,Kevin Knox II,Pistons,Forward,6-7,215,USA,1999-08-11T00:00:00,4,9,212.0,18.9,7.7,2.9,0.8,0.4,0.3,OCT 04 2022,
1629723,John Konchar,Grizzlies,Guard,6-5,210,USA,1996-03-22T00:00:00,3,Undrafted,134.0,15.3,4.4,3.8,1.3,0.6,0.3,OCT 01 2022,"$2,300,000"
